"label","text"
"0","我开车或者骑车能不能变道 或者超车 不是由我判断 那谁来？？？黑人问号脸 您有驾照吗 ？ 也可能我是错了 那您请讲一下正确的做法让人学习一下吧 搞得跟大妈吵架一样 “对对对 你都对 你都对行了吧” 从驾驶的角度您有什么意见提出来呗"
"1","因为从群体意义上来讲男性就是比女性饥渴啊，男性就是没女性看中自己的贞操啊。"
"1","白皮可恶,就到了今天我们都是他们眼中的下等人种,比黑人都不如"
"1","blm是怎么来的？黑人躺平等白人施舍给的？黑人被压迫知道搞事情，最终有了今天不好惹的局面。黄人被压迫就理所当然的躺平吗？我不求你跟黑人正面争，毕竟现在风头上，但是好歹复制一下黑人当初的路线跟白人抗争一下总可以吧？"
"1","亚裔去那边的有不少是商人，学者，知识分子。他们不是社会的底层。黑人很多当时从非洲过去的时候就是奴隶。平权之后被放到烂社区。烂社区就是学校烂，环境糟糕。"
"0","这样说不好吧？吴京拍给我们看的爱国电影战狼2中吴京可是冒着连累国人撤退不了的危险，冒死都要把三无黑人带来国内，"
"1","黑人基因是一个问题，但不可否认的是，在任何国家穷人犯罪率都高，而黑人大多数恰好在美国底层，阶级固化，黑人也上不去，上不去的原因又有种族歧视。所以也并不是说他是黑人所以犯罪率就高，主要是资源太少，吃饱了谁愿意做那些低级犯罪的是。"
"0","技能对，有个双+2最好，其他sf要求徽记能力毕业，诚心出的聊聊，黑人绕行"
"0","小米印度一直是印度人负责的，口碑也还算不错，魔笛老仙禁一下tiktok迎合一下民粹就行了，不会动制造业的，毕竟小米印度工厂提供了不少就业。"
"1","目前的知乎就是不管你说不说上海话都是错的，都是歧视外地人，甚至不说话都是歧视外地人。 貌似本地人，外地人只用在上海是歧视，其他省份都是正常。"
"0","作为一个有弟弟的女生，我建议是家里条件好，能做到什么都可以公平对待，一式两份的，那就生。我是山东人，出生在被认为重男轻女的重灾区，但因为我爸开明的想法，以及富养女儿穷养儿的教育方针下，我并没有受到任何委屈。我和我弟弟感情很好，互相扶持互相照顾。"
"1","我是云南人，希望其他人别来云南，都是外省人给惯的，穷山恶水出刁民，云南那么落后，也就是靠这点旅游业撑面子，现在脸也不要了，没人来自然会改，不破不立"
"0","每次看见你 【抿茶，笑而不语】 时，我都在想，中国，究竟是给她的儿女留下了印记。饮茶的文化习惯，是一个黄种人，所改不掉的。"
"1","确实。某些又当婊子又立牌坊的。真是可笑 一方面歧视黑人。一方面说爱因斯坦种族歧视 美其名曰:“我歧视黑人是因为黑人道德败坏。行为低劣”。世界上黑人多着呢。你特么见过几个黑人?"
"0","我也觉得是，吃黑龙江大米就是香✨✨✨"
"0","黑人一样有漂亮的"
"0","之前还有人想挑战书豪...就因为他是黄种人。"
"1","在美国，朝着白人做拉手风琴的动作是一种种族歧视，是在嘲笑他们，和给黑人吃西瓜一样[惊喜]"
"0","湖南湖北好多吃的一样一样的，蛋饼是被鸡蛋仔逼得再也没有了"
"0","哇 邻居好！你的中文很不错啊 不得不说 很有我们新疆本地少数民族说汉话的味道[飙泪笑][飙泪笑][飙泪笑]遇到不知道乌兹别克斯坦的内地人不用太难过，大部分内地人甚至不知道新疆省的具体位置...中国地图都这样，更别提世界地图了"
"1","是啊，那是谁先说的女司机撞人多的？我猜你一定对这种歧视女性的发言视而不见吧"
"0","部落 名称:太阳帝国领袖：太阳王（酋长）宗教：太阳神教人种：黄种人希望所属洲：南美领土：游牧在亚马孙平原人口：3w军队：5000教徒农业：狩猎和采集水果商业：无经济：未发明货币文化：8科技：祭天文明程度：原始发展状况：原始社会@双鱼abcdadad"
"1","有什么好奇怪的，那个时候女人就是个屁，只是现在男女比例失调，女的才越来越傲娇越牛逼，"
"1","在北京南京做黑中介二房东的有多少是内蒙的，一个村里出来一起坑蒙拐骗！还从来不说自己内蒙的，说东北人，然后干缺德事都算在东北人头上，自己愿意做别人儿子当爸爸的也就多帮你背锅了"
"1","台湾人用番人建构自己的民族，转回头就歧视番人，其实自己是熬番膏的后代"
"0","不是打到汉城有日本请求和谈的事件吗? 一个选项大意是“同意和谈，但要求日本交出侵占中国的全部领土”，结果是日本吐出东北，台湾，朝鲜独立成大韩民国 别点另一个“等南京30万同胞血债偿清就可以和谈了”，这个要你直接打到东京让日本无条件投降……"
"1","算的…你想想假如题主说了东北航线啤酒每次都被一抢而光 不是侧面说明了东北人没素质么…占便宜？"
"1","其实歧视黑人也没什么丢人的，摊牌吧[思考]"
"0","澳门赌博色情骚扰短信如果发生在欧美地区的用户身上，估计苹果早就第一时间就解决了"
"0","哈哈，无所谓啊，希望你下面抗的住，我还可以介绍黑人佬给你认识。"
"0","其实大多数黑河南的并没有真正被河南人伤害，甚至他们都没有去过河南，没有跟河南人打过交道，只是得一味的跟风黑。"
"1","啊男性这点真的恶心人啊"
"0","视频很精彩，而且那给黑人小伙子也确实有天分有毅力啊"
"0","我每周都去福利院做义工，发现欧洲的福利院里好多黑人小孩儿，特别可爱"
"1","抢劫和骚扰的是亚裔跟我们中国人有啥关系？亚裔被黑人抢劫骚扰了应该自己去干回来啊，要知耻[捂嘴]"
"0","我国老子打孩子天经地义，那时候没有儿童保护法也没有网络没有手机，主要是人都是自私的它不打老婆，那时候离婚是比较少见的，一些女人也就拿离婚吓吓人而已。"
"1","怎么办，我是真的歧视黑人,[吃瓜]"
"0","友情提示，印度人wc一般用左手。"
"1","你歧视同性恋嘛？你有种族歧视，歧视黑人，其实黄种人嘛？ 如果没有的话，为什么歧视应勤和邱莹莹呢？他们是传统派而已，现代派如果不够包容，那么他就不配称为现代派啊。"
"1","很多群体的定义，河南人偷井盖，东北人666,广东人吃宇宙，女人不会数理化，中国人素质差。不要站到大众的阴影里，也不要为其他有这种想法的人辩解，你明知光亮所在方向。"
"1","都一样……就像美国人歧视黑人 黑人歧视中国人 香港歧视大陆人 大陆好多人歧视河南人 一样 可能歧视别人就能证明自己或者自己的团体比被歧视的更高尚更优秀→_→可能歧视别人能带来快感→_→"
"1","黑人被歧视从来都不是没有理由的"
"0","新疆是维族人的？你能别逗吗，新疆从有人开始就是各民族交流融合的前线，本来就是什么各种各样的民族都有，什么叫就是维族的？"
"0","本四川人一直以为是妈妈批[捂脸]单纯骂人"
"1","那你这就是歧视女性玩家？[微笑]"
"1","对你发生的事情的确非常恶心，你说的这位黑人也是人格卑鄙，但是不应该因为一个人的做法去歧视整个名族。中国人里也有很多坏人，你想要外国人因为当中的坏人做错的事而鄙视所有中国人吗？包括你自己？"
"1","我不是种族歧视，但是我真的歧视黑人（键盘侠，杠精欢迎来骂，"
"1","出房出车出天价彩礼请个小仙女回家供着，要求享尽所有女性特权也就忍了，完事贬低中国男人配不上中国女人。号_召男人们从传统婚姻观念中解放出来，别当婚姻供养者，去责任化，学习欧美性_解放，提裤子就跑，"
"1","还真别说，太多国人玩家是种族歧视了，只是长久以来自己不这么觉得就是了，动不动就是棒子，小日本，鬼佬。还有，我的话题一直在讨论澳洲玩家素质差，是你把“国人”扯进来的哈。"
"0","哇，你的爱好竟然和我惊人的相似 同喜欢运动，城市夜景，心理学，经济学。一位大学在读在广东漂泊十多年的四川人。"
"0","这里真是个笑点，灭霸一头撞上去，惊队丝毫不动摇，灭霸黑人问号脸了，哈哈哈哈哈"
"0","r u kidding me？我用美国黑人和华人教育程度的例子是想告诉你有些事实是显而易见的，并不需要在非学术讨论的时候先举证才能用。不想和你聊了，你自己一边玩儿去"
"0","这个确实，黑人的皮肤是最缜密细腻的。"
"0","印度教义允许婆罗门嫁给黑人么？"
"0","反正我家老头子老说“最好的兵是山东兵，最差的兵是山西兵（全国）”可能是许多老兵们一直流传下来的顽固印象吧，但是我一直心里叨咕：关二哥可是山西人呐"
"0","不是？怎么就又黑河南人了？说一句客观事实就是黑？就地域歧视？人家也没说侮辱性次啊。哪里学来的如此敏感？神他妈政治正确性质文字狱。美国政治正确就特恶心，现在发现中国也有这揍性了。真鸡儿烦！"
"0","[捂脸]突然想到如果是黑人跟白人或者黄人结合，会不会出现一半黑一半白？我看到的混血都挺好看的，比较熟悉的朋友就有混血，不是帅就是美，关键智商还挺高！"
"1","亚裔一直被歧视，男的被认为生理有缺陷，女的被看做充气娃娃"
"0","是 有点道理 可是基本重男轻女都是伤害女孩子啊 我们女孩子做错什么了?"
"0","黑人部分素质低有很大一部分是因为传承的问题导致的，毕竟被白人奴役了这么久，教育传承少了好多年，"
"0","你说的对，和我的意见一样，我也说了这只是台湾报禁刚开，行业准则为例。我只是看不惯前面这个恶心那个恶心，一个事灭整个行业的傻叉"
"1","抛开个人情感，你觉得亚裔一边受歧视之害一边歧视别人，这么搞能翻身吗？可能吗？"
"1","你这是性别歧视啊，女的怎么就不能家暴男的了（逃"
"0","被你说的我都不觉得恶心了'广东人伤不起呀"
"0","哈工大就算地处黑龙江照样秒杀一众985，虽然整体发展环境不好，但是它提供的平台绝对是可以的。"
"1","所以参加黑命贵的华裔就很搞笑，掂量掂量自己的命是不是还不如黑人"
"1","服了，还有人在不同种族间谈大环境，智商不在线啊老哥。按你的说法，数个世纪前受到白人主导的世界歧视的黑人印第安人都是没能力？白人不喜欢的种族都是没能力？受打压都是活该？这不是社会达尔文吗？这种连你白爹都不喜欢不敢承认的东西在你这儿就正常了？不孝啊"
"0","喜欢Estée和她的亚裔男朋友还有他们的狗狗！！！"
"0","我超级喜欢医生下车那一点的一段话：我不是白人，我不像个黑人，你甚至说我不是个男人，那么你告诉我，你告诉我，我是谁？（可能记不太清台词，大概是这个意思啦。）"
"1","黑命贵是合理诉求吗？黑命贱更是合理诉求。是非黑人群体对自身生命安全缺乏保障的自然反应。以所谓政治正确名义对其进行打压才是不明智举动。枪支走火造成人死亡，肯定要承担责任的，但不是故意杀人罪。这是责任事故，非主观意原，"
"1","我现在听到广东人吹汤我就恶心的吃不下饭"
"1","居然是上海人，晕(=_=)，好丢脸，艹这一口台湾腔，恶心巴拉的，智商低情商更低的感人"
"1","台湾都落后成啥样了，还好意思说内地怎么怎么样，无语"
"1","你才扯吧，瑞典强奸普遍轻判，女权人士为难民强奸犯点蜡烛号召公众理解他们，比中国女权癌境界不知道高到哪儿去了。中国女权癌恨不得枪毙强奸犯重回严打。看到没，这就是先进和愚昧的区别。"
"0","看美剧 火线 的确有这种感觉 黑人社区的初等教育真是烂得...现在看到一个中学为了州级的通过审核 要求数学课上也要教考核内容"
"1","河南经济落后？全国前5，你给我讲落后？"
"0","被西北农林科技大学录取了地信专业，你觉得西农的这个专业怎么样呢？"
"1","真的是！！ex是新北京户口，可看不起外地人了哈哈哈哈哈哈"
"1","喲小屌丝想泡女人以后不当接盘侠说的就跟女人想要个渣子一样"
"1","又是直男癌，直男跟手指哪有这么大的愁啊，不要见到脑残就喊直男癌啊！直男就是性取向而已，招谁惹谁了！"
"0","大屁股男生一般学习都很好的，考试分数都很高的，不要黑人家嘛"
"0","比如呢？ P.S.我现在在四川，平常并没有感觉到地域歧视，我真的是在知乎上才发现原来个别人不仅对遇到的奇葩河南人有意见，而且已经上升到地域歧视的地步，真的已经是歧视不是普通开玩笑的地步了,这样不好，应该改正"
"0","作为一个河南人，我真的很想哭，还有人说封路违法什么的。那些乡镇，医疗设施真的很落后，一旦病毒进来，整个村的老弱病残要怎么办？死在家里吗？"
"1","真的是每次人家问道，你是哪里的呀，刚说完河南。人家：哦～偷井盖的地方呀，我就特别生气，并且一脸蒙逼，都不知道偷井盖是什么梗！还说我们打群架的我真的想说你不了解一个事情你就不要随意去批判！"
"1","这个跟地籍无关，有数据证明河南籍犯罪率高吗？你还华夏子弟，这样黑起源地？"
"0","同感，作为一个东北人，我看快手那些恶心自己同时恶心别人和以损害身体哗众取宠的视频真的无语，还有的是，有些不知道是哪的人故意学东北的口音，做一些难以言表的事，说实话我们平常说话真不那样"
"1","我只说一点，日本男人垃圾"
"0","有女朋友还每部剧都舞cp周被他舞这么久真行"
"0","作为一个三岁美少女宝宝，我也看的津津有味（害羞脸）"
"0","我萧某大好男儿，竟和你这种人齐名"
"0","头发不像一般黑人那么卷，甚至比很多地中海类型要直一些"
"0","简直就是我的童年啊！哈哈哈哈～小时候就喜欢调戏男孩子"
"1","也在非洲工作过，也不喜欢黑人。谈不上歧视，但办事不靠谱。个个都问要钱。喜欢不起来，黑人大都如此，过关被搜行李，"
"1","是不是以为自己掌握了女权密码？任何争取权利的组织都是在压迫下出现的，当代中国社会真没那么压迫女性了，很多时候男性都会变成地位更低的一方，你这种强行解释真的没必要"
"0","我是古蔺的，普通家庭，但古蔺的口音偏贵州那边，和泸州市区还是有区别的。不是听不到，而就是没人这么说，这点我百分之百确定。记得刚到成都时，有同学科普锤子的意思，同宿舍还有其他四川人，他们同样也不知道“锤子”的意思。"
"0","那男的真恶心。"
"0","根本原因，是黑人搭上了现代文明的发展顺风车，被殖民以前都还是部落的方式生存。什么政治，谋略，他们以前到现在，都没经历过，也没掌握。他们认为反抗=打，砸，抢，"
"0","甘肃兰州北漂发来贺电 加油"
"0","咄咄怪事，暴力抗议打砸抢时候谁把弗洛伊德当英雄了？弗洛伊德被压死时候口鼻流涕哀声求饶，像英雄么？看似正确却实际上是顾左右而言他。底层黑人为什么这次愤怒的这么猛烈，不就是因为求饶都不管用了么？"
"1","在咱们知乎左juan，逆民=国际主义[惊喜]在咱们知乎目田壬juan，中国人网上骂两句洋垃圾，这属于种族歧视，中国人在海外普遍被歧视，在国内都能被洋带人骑脸，啊这，那就权当无事发生[惊喜]咱们知乎的“精英”们，"
"0","我想问一下，在男孩子面前过于害羞怎么办 已经被我自己作走一个喜欢的男孩子了，真心请教[拜托]"
"1","美国人对亚裔特别是华裔的原罪，可以体现在美国建国初期修铁路牺牲的华人，以及臭名昭著的”排华法案”，"
"1","没有脑补杀人碎尸的情况，只是猜测大概率有暴力倾向。另外，你讲男人怎么怎么就有人脑补，大概指的是女性吧。瞎猜"
"1","所以说昆仑奴是黑人"
"1","外国也有流氓，国内有流氓就可以接受了？ 中国有偏激全世界的傻逼，那台湾或者其他地方有偏激中国的傻逼就可以接受了？"
"1","你能把个例和普遍性现象说成一样吗？黑人群体的艾滋是不是大名鼎鼎？能和别的个例一样处理吗？这里我也没兴趣谈白人和性工作者"
"1","你要说支那是中性词，那就跟说黑鬼这词儿在拉丁语里表示黑色，其实也是中性词一样。"
"0","家暴男出轨男都是垃圾。"
"0","俄族是中国血统，这个大叔只是长得比较返祖。中国俄族主体是黄种人，用汉语汉字，和汉族人长相无差别"
"1","我看到一个高赞回答，说“黑人整体素质低下，是客观事实。”,那么请问，为什么在古巴，黑人的犯罪率比白人低？,别告诉我古巴黑人不是黑人,美国黑人素质低，犯罪率低下是因为即便如奥巴马，这个敢于推行医保的勇士，鉴于白宫被共济会的渗透程度，"
"0","一个欧洲电影真见过……一个欧洲小哥智商很高但是做菜很次…有个超屌的黑人朋友……救了一个不小心看到秘密的妓女的故事"
"1","我老早就说，中国人歧视黑人、不歧视白人，同时反对自己被歧视。"
"0","不赞同，在中国如此高比例的混血单亲妈妈不是事实？是我们压迫了他们？"
"1","偏见是因为辩护？我也建议你看一下河南发展到现在为什么地位不如从前。里面有关于河南人全国知名偷井盖的描述。"
"1","谐音国男，广指女拳眼里一切厌恨的中国男性"
"0","等等，谁看不起河南人了？不能因为几个地域黑就以偏概全。我觉得河南人就很棒啊。"
"1","提醒大家一个事实：老毛子种族歧视非常严重！他们大部分人不分男女，打心眼里歧视华人！所以别再幻想着找老毛子萝莉和小鲜肉了，醒醒吧！"
"1","哇偏好某族裔就是多录取某族裔的理由那我更喜欢男性我也可以多录取男性咯？ 每个学校都可以根据自己偏好来歧视人啊 ？"
"0","是的哇，全国哪里高考简单了？怎么就江苏的叫唤的欢，别的省考不好都是怪自己，合着就江苏的怪国家？进了一个大学还要恶心你，我要不是国家政策至少都是清北C9[微笑]"
"0","那个男的问的那两句话，到底是嫌弃她以前不好看，还是嫌弃她整容？"
"1","嗯，真好奇为什么一个中国人比美国黑人了解的都深，我反正看脱口秀都吐槽黑人出门去趟超市都容易被临检。更别说最近央视上各种被美国警察射杀的视频，那些人我反正作者说的这些英文是一个字都没见说过，只看见两方人马吵吵几句就各种掏枪互射了。可能是美国民众受教育不够吧"
"0","是啊 哈哈哈 这边除了学校里本土亚裔比较多 其他都挺好的"
"0","你知道美国黑人只要自己不作，光靠救济金都能让他们活下去吗？13年义务教育还不够让他们学到知识？不说多高大上的工作，一般收银员、工人、体育助教都能让他们正常的生活下去，但他们有多少人愿意就这么活下去？"
"0","如果台湾人看到就急了，你们吵架黑我们干嘛？？哈哈哈哈哈"
"0","本人现在欲卖一部NOKIA 6120C手机（行货），机子完好无损，九成新，其他原装配件齐全，价格为RMB1200，懂行情的M：TEL：13722348520。谢绝记者+农民+黑人..."
"1","兄弟你看过那个非洲社会哥（一黑人小孩）汉语骂人的视频吗？兄弟你觉得粤语骂的话花样是不是会多一点呢，没普通话骂人的话那么单调。"
"1","别的不说，我在知乎骂黑人被小黑屋，删评论好多次了，"
"0","中国人并不完全属于黄种人，印第安人基本属于纯正黄种人"
"1","评论里三观不正的人真多，女人做小三就是活出自我，男人出轨就应该天打五雷轰，呵呵，现在的女权主义真够恶心人"
"0","中国人是黄种人，但不是所有的黄种人都是中国人。中华人民共和国的崛起是中华民族的复兴"
"1","我那个年代真没有什么白富美，女官二代富二代都丑得像鬼。"
"1","什么专业呀，文科专业对性别歧视这么明显么？不应该是工科专业偏男性多一点吗？"
"0","都是亚洲黄种人也算混血！"
"0","是啊，看男主角就不舒服，愤青搁哪都让人烦，把这个角色改改能让电影好看很多。"
"0","当然是因为许多人对于“女权”的真正本质并不理解啊。"
"0","我朋友是广西的，问我有黑人欺负女同学咋办？我就直接说，还能咋办，晚上就找人带着麻袋揍一顿，闲的无聊就带着麻袋出去寻觅一番，一直到他们不敢出门为止。。。他们不可思议。。"
"0","视频里的对比很清楚了，我在国外健身房里接触到的黑人小哥普遍天赋都不差。还有，欧美不止有强森，欧美还有很多肥胖，欧美的大多数的演员也都不是肌肉男，很多当红的演员歌手也都不是肌肉男。鹿晗，吴亦凡这种也不是没有。"
"0","评论里有些外地人你可以骂这个老板，但请你不要一棒子打死一片人嗷，老板没素质不代表重庆人没素质"
"0","\""如果同卷同分，那么经济落后教育不发达地区会吃亏，凭什么其他省享受经济政策优惠，发展快，教育资源多，“马太效应”越发明显\""。这有点倒打一耙了，难道福建比湖南经济落后？难道北京比全国经济都落后？"
"0","第一眼以为是内蒙古"
"1","黑人没有一夫一妻的观念，更不像中国男人这样自己省着点也得紧着妻子孩子花钱。好吃懒做，酗酒家暴，简直就是常事。在中国遇到了家暴，大家会斥责男方:不管怎样，不能动手打女人。在那边如果遭遇家暴:视为荣誉，看得起你才打你呢。"
"1","新疆的恐怖分子也就敢杀杀少数民族那些垃圾罢了"
"0","是答主先不靠谱的。现在只知道刘强东曾以强奸的罪名被捕，根本不知道女主是谁。你确定报案的不是门口扫地的黑人大妈？"
"0","都是国人挺好的，交流无障碍，我有次和同学开黑匹到三个印度人，英语交流略显吃力"
"0","吴语区的大哥是上海，一直说什么海派文化，也没看到有什么实体，本质上是崇洋媚外，祖上的那些对他们来说就是乡下人的东西。你说大哥都跳船了，兄弟不都急吼吼跟上去，势必要跟乡下人划清界限。"
"0","事实科学数据表明黄种人基因最强大，你那是刻板影响"
"1","当然怕了，死于其他黑人暴力犯罪的黑人数量远高于死于其他族裔暴力犯罪的，警察一年才杀几个黑人，"
"0","为什么抢男人的饼！！！节操呢"
"0","林书豪技术好，快得不像黄种人，但是没人重视他"
"1","这视频出来真的很黑中国人，烧杀抢掠的黑人是少数大家都知道，这么抢的中国人也是少数，但是没接触过中国人的人认为国人就是这样"
"0","美人鱼是海洋生物生活在海里 不在岸上生活 就算在赤道附近也不应该是黑人那种肤色"
"1","他会像中国男人一样，在那排队买爆米花 ，说出来不恶心吗？如果是中国男人这样做，在媚外眼里就是个屁！洋大人做，就是感动。恶心，恶心！"
"1","[捂脸][捂脸]我反正想不明白，为啥白人黑人都歧视黄人，国内还有很多人批评我们歧视黑人白人[捂脸][捂脸]就因为强盗强大了几百年，"
"1","上海本地人不自卑的，家里都好几套房子的，本地人和上海人是相互歧视的，本地人嫌上海人没规矩，矫情，门槛精，上海人嫌本地人土"
"0","我也喜欢看185的瘦瘦男孩"
"1","在美国你还想歧视黑人？是黑人歧视你好吗。"
"0","我听说哪个是印度人也会离远点，那些妇女奸杀虐待案件实在恐怖又觉得这个国家的人可笑又可悲。于是我懂了别的国家怎么看待天朝。我们比印度又文明多少？"
"0","左一波利尼西亚人。白人父系，1/8黑人血统，50%波利尼西亚人血统"
"0","谢邀，,谁说没有回非洲建立国家？,他们不仅仅建立了国家，还自以为从美国回来所以就比黑人土著高贵。"
"0","不流尽印度人最后一滴血，战争不会结束－大英帝国。不流尽印度人最后一毛钱，研发不会结束-俄罗斯。印度一停止参与研发，俄就会研发成功。"
"1","“黑人就是黑人，只有在一定的关系下，他才成为奴隶”。严格来说这是初中政治知识，看来你们睿智的“理科男”，初中都没学好啊。"
"1","上海阿姨歧视外地人，所以我歧视素质低的上海阿姨，我本质上就和他们没有区别？行行行，你最高尚，希望你以后碰到素质低的人，人品恶劣的人，千万别发火。不然你和他们没有本质区别。"
"1","这里面说的有些事情我在北京见到过，比如说瞧不起外地人，以衣装看人等等。"
"0","从台湾人身上找骄傲真是搞笑"
"0","没必要正视你们。 现在女权追求的不是男女平等，或者男女平权。"
"1","是啊，我们公司就歧视上海人，甚至团队BOSS当着我们上海人的面跟HR说以后不要找上海人。唉，为了混口饭吃，忍了。"
"1","女性路上看到男姓多恶心阿，建议男性不允许出门"
"1","三次跟河南人有钱的接触，被骗三次。我不信他们说的河南骗子多，信我自己看到的"
"0","准备清真食物尊重对方宗教不是宗族歧视的范围吧，种族歧视应该是我信基督，你个黑鬼信了基督我一样烧死你，因为你的种族不配信基督。不管你的成就多么了不起，"
"0","婊子配狗天长地久！你该跪着初恋不娶之恩。这种男人和这种朋友，要他们何用！当初你可能是恶心，现在过了那么久，反过来看，你该庆幸，命中没有这一劫！"
"0","但也要控制好这个度，如果帮黑人生活品质提升太高，超越了一部分国人，那也会掉粉的。"
"1","可怜什么？看新闻没有 中国艾滋病发病率翻了两倍 男的居多 有专家分析 男同是主因 网友们猜测 是不是接盘侠接完帽子 接艾滋 对了 联想最近中国黑人留学生猛增 细思极恐 （在别处看的）"
"1","改了改了，不喜欢女的了。"
"1","越是“女拳斗士”，对女性的偏见歧视越强烈,女拳在中国真没必要，没有的东西才去叫唤，中国没给女性权利吗？前几年宪法甚至规定强奸罪只能给男性定罪，这还不保护女性？女性已经有了权利了，偏偏有些人还要去要求更多，美名其曰女拳，"
"0","东大本科是日语教学，相比较起来在往后的欧美进修申请也没有太大的帮助。 如果是为了更好的未来的话，从南开转学到新加坡的大学或者香港的大学，对未来申请更有帮助。 不过答主是为了梦想，去东大无可厚非。"
"1","常州人歧视河南人吗"
"0","那男人出轨，女人是打不过男人的，半夜能杀了你吗？怎么偷情杀不得了？"
"1","这只能伤害到种族歧视者。 很多中国人歧视黑人的理由之一就是：他们只是反对歧视黑人，不反对种族歧视。 但这很多中国人里，又何尝不是只反对歧视中国人，不反对种族歧视呢。"
"0","大嘤的arm已经断供了。。。。一切如我所说。这是白人世界对于黄种人的联合绞杀。"
"0","哈哈哈哈哈哈哈那上海重庆真可怜啊"
"0","如果大陆一意孤行要进攻台湾，那么他们就会放出终极大招，把靠近大陆一侧的土地挖掘并运送到远离大陆的一侧，从而达到将永不沉没的航母驶离大陆的效果。 他们相信，只要挖的足够快，大陆的军队一定追不上！"
"0","那不算凶宅上海浦东新区的曹路公墓那边都是居民楼隔壁就是火葬场，今年9号线通了之后还涨价了呢"
"0","内地人表示很羡慕新疆少数民族同胞大眼睛高鼻梁的好基因了(??﹏??)"
"1","终于说到点子上了，真说黄女受不受欢迎，看金字塔的外国人不就知道了吗？底层根本是来者不拒，上层就反过来了，是女的舔上去了，结果功名成就的黑人足球明星，NBA黑人，好莱坞明星，都是找白人美女去的。"
"1","那些东北男人真恶心"
"0","我国法律男男不是强奸罪告了也没用[发呆]"
"1","还有台湾人读垃圾是乐色"
"1","在美国歧视亚裔最严重的是亚裔，最痛恨移民的也是亚裔。,白人是种族主义者多，红脖子多，论头脑不行。,亚裔呢，基本都是潜在种族主义者，论耍心眼，碾压白人，是真的坏。皈依者狂热嘛。,在美国华人普遍坑国内来的留学生和移民，把他们当傻子看，"
"1","你随意吹牛，就问一句，宁波那边黑人杀人的事情怎么处理了？"
"0","你等着看黑人和绿绿逐步占领世界"
"1","在网上把中国女人喷的再恶心再无知再EZG，回到现实中不还是要找个中国女人当老婆…（GAY的话当我没说）真正娶得起外国美女当老婆的都是比较精英的阶层了，哪里会天天逛知乎啊…"
"1","看看92年的洛杉矶韩国城和98年的印尼就知道为什么现在黑鬼都敢在天朝街头随便调戏妇女殴打路人了！"
"1","“哟你那么苗条真不像山东人~”"
"0","就像男生反感老实这个词(･ิϖ･ิ)っ"
"1","上海南京西路那边酒吧晚上很多外国人，经历过一次，真的觉得白人有点看不起中国人（或者亚裔），就是对你的态度特别轻浮，有种调戏丫鬟的感觉，令人特别不舒服。他们有种傲慢就像是你得追着舔着他们一样……当然，"
"1","一堆说在美国骂黑人就会被开枪打死的 说什么要自己承担后果的 你们意思是黑人开枪打人是对的喽 要这么认为我也没办法 我和那些人生活的不是一个次元 我活在法制国家 回你美国去 mdzz"
"1","Mandarin就是普通话的意思，还有指中国政府的意思？满大人这个反派可是一个字母都没改，背景更是傅满洲，还不够辱华？johnny english是反派？有种族歧视的背景或讽刺？有单独使用english来种族歧视？我想问你有脸吗？"
"1","评论区觉得自己没有种族歧视，那为什么觉得自己种族一定比其他种族优秀呢？叔本华说过：最廉价的就是民族自豪感。如果工业革命率先在非洲发起，黑人奴役白人，黑人歧视白人，和今天又有什么区别呢？黑，白，"
"1","照这个说法，前台.化妆品销售只限女性也是性别歧视？承认男女身体有差异有那么难？那些女的那么能怎么不去工地搬砖呢。"
"1","生气啊忍不住啊，总要打一个人啊。打女的不好吧。那我就打男的了。而且那男的是有家室的，追求别的女性当然有问题"
"0","我天津办的确实不用交押金，开始是100M网，后来免费升级300M，又给了我一个带千兆口的光猫。"
"1","举报了，歧视女性"
"1","恶心的女人"
"1","白人奴役黑人，黄人跪舔黑人。"
"0","这种利他性的词不当着当事人的面和别人感慨一下确实是夸赞，比如我婆婆和邻居散步悄悄说说我媳妇真贤惠啊。"
"1","还真不是，严重反对你这个答案。我小时候就喜欢白白净净五官精致的小姐姐。和什么黑鬼白人没关系，更不能说被引领审美。现在看欧美的明星潮人，也没有太多的触动～倒是见到黑鬼一看就恶心，白人姑娘鼻子也太尖了，皮肤也是差。"
"1","敢问兄台哪里人？中国礼仪发源地山东若是野蛮落后的地方，那你那地方岂不是茹毛饮血，畜牲待的地方？"
"1","有一说一，客观来说，黑人那么高犯罪率是本身问题还是文化素质有关[为难]"
"1","非洲3，黑人毛多，都是一坨一坨的长在一起。恶心啊。"
"0","黄种人的范围比亚洲大吧。。。"
"0","感觉像台湾那样坐牢就可以了吧，总感觉这种对肉体的惩罚方法不太符合现代道德。在我们这之前还有小偷被挑断手筋脚筋，偷情的女的让丈夫打断腿骨的事情，现在也不怎么发生了。。。。"
"0","其实也是一种无奈吧，都是为了完成工业化，欧洲人吧资本积累的血腥加给了殖民地，美国加给了非洲黑人奴隶和印第安人，后来者没有再能向外掠夺，只能转嫁给自己的老百姓了…"
"1","国男陪黑女呢？,好像就能接受了[飙泪笑]你们不是种族歧视只是歧视女人[吃瓜][吃瓜][吃瓜]"
"0","因为你根本就没有得出客观事实“黑人智商低”，你将一个存疑的结论认定为是事实，这其中当然就存在可以认为你歧视的空间。"
